age,gender,marital_status,education_level,annual_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,loan_term,num_of_open_accounts,total_credit_limit,delinquency_history,loan_paid_back
25,Male,Married,Master's,18201.92,Self-employed,0.091,747,15843.51,Car,36,3,21179.43,1,1
40,Male,Single,Bachelor's,33861.73,Unemployed,0.214,636,11904.55,Debt consolidation,36,7,55412.17,5,0
72,Female,Widowed,Bachelor's,21752.83,Employed,0.215,683,18111.91,Debt consolidation,60,9,35154.08,0,1
61,Male,Married,High School,19698.86,Unemployed,0.355,774,24884.8,Debt consolidation,60,3,24418.15,3,0
31,Male,Married,Master's,35512.8,Employed,0.198,534,20175.79,Business,36,9,26889.71,1,0
74,Female,Married,Other,16270.02,Employed,0.23,763,16722.53,Home,36,5,20236.88,3,1
53,Male,Married,High School,29930.39,Employed,0.334,769,12253.34,Debt consolidation,36,8,26469.62,4,1
70,Female,Single,Master's,36898,Employed,0.149,708,31003.19,Debt consolidation,36,6,58893.29,5,1
58,Male,Married,Bachelor's,69041.27,Employed,0.277,621,19144.53,Debt consolidation,36,4,70575.58,4,1
47,Female,Married,High School,33445.07,Self-employed,0.236,633,23280.01,Debt consolidation,36,4,50835.63,1,1
54,Female,Married,Bachelor's,45921.72,Self-employed,0.228,763,15605.83,Other,36,6,59440.78,1,1
35,Female,Single,Bachelor's,16949.49,Employed,0.115,737,30956.26,Debt consolidation,36,4,25253.73,0,1
52,Male,Single,Master's,17165.73,Self-employed,0.176,582,25441.75,Debt consolidation,36,9,29945.19,2,0
41,Male,Single,Master's,60953.55,Employed,0.213,718,24927.29,Debt consolidation,36,4,37425.6,1,1
66,Female,Single,Other,23809.12,Retired,0.193,743,6239.03,Other,36,3,33754.5,0,1
25,Female,Divorced,Bachelor's,20089.69,Unemployed,0.272,715,6314.98,Other,36,5,15405.7,3,0
26,Male,Single,Bachelor's,19796.04,Unemployed,0.397,676,27891.71,Vacation,60,1,12962.01,1,0
58,Male,Single,Bachelor's,29562.78,Employed,0.049,768,25842.49,Debt consolidation,36,2,27016.98,2,1
42,Female,Married,High School,53263.9,Employed,0.229,704,24254.71,Home,36,4,54584.95,4,1
38,Female,Married,Bachelor's,9797.79,Employed,0.077,774,500,Home,36,4,17511.66,4,1
34,Male,Married,Master's,175764.58,Unemployed,0.102,527,5442.73,Car,60,5,170427.16,0,0
30,Female,Single,High School,37777.43,Self-employed,0.01,629,12230.01,Other,36,6,38387.32,2,1
66,Female,Single,Other,21556,Employed,0.208,596,30027.16,Debt consolidation,36,13,32850.79,4,1
33,Female,Single,Bachelor's,32881.41,Employed,0.077,699,16386.68,Debt consolidation,36,5,51888.02,1,0
51,Female,Single,Master's,20276.58,Employed,0.056,642,585.96,Vacation,36,2,27760.34,2,1
50,Male,Single,Other,40313.53,Self-employed,0.02,696,500,Other,60,8,62957.28,0,1
23,Female,Single,Bachelor's,22377.87,Employed,0.235,776,10100.19,Education,36,2,24073.5,2,1
50,Female,Divorced,High School,39468.47,Employed,0.165,692,13792.67,Education,36,6,58839.71,2,1
26,Female,Single,Master's,27109.32,Employed,0.146,640,25999.6,Education,36,8,24814.99,1,1
49,Male,Single,Master's,51678.51,Employed,0.138,671,11328.63,Debt consolidation,60,6,55851.17,2,1
28,Female,Widowed,High School,101890.26,Employed,0.092,571,2279.33,Vacation,60,4,112597.29,1,1
64,Male,Married,High School,23694.49,Self-employed,0.156,571,11125.3,Other,60,1,33044.39,2,1
65,Male,Single,High School,35254.13,Employed,0.117,748,4598.71,Education,36,4,36204.08,1,1
63,Female,Single,Bachelor's,54051.05,Unemployed,0.179,692,14919.34,Other,60,4,77141.94,0,0
64,Female,Divorced,Other,75542,Self-employed,0.339,651,10369.94,Medical,36,3,78427.58,1,1
53,Female,Single,High School,45517.44,Student,0.312,676,15112.27,Other,36,3,28539.35,0,0
37,Male,Married,Master's,23148.65,Employed,0.119,618,21015.44,Home,36,6,19214.63,1,1
68,Female,Married,Master's,17629.72,Retired,0.067,688,18075.77,Other,60,7,30650.15,1,1
31,Male,Single,Master's,42720.86,Self-employed,0.194,695,20108.67,Other,60,9,58987.54,5,1
33,Female,Married,High School,54353.46,Unemployed,0.028,765,29426.48,Debt consolidation,60,2,68336.35,0,1
70,Male,Widowed,Bachelor's,49597.4,Employed,0.191,698,25094.92,Debt consolidation,36,7,46290.74,2,1
31,Female,Married,Other,53558.14,Employed,0.265,565,6708.18,Car,36,5,81845.02,3,0
51,Female,Single,High School,16904.48,Employed,0.118,648,15821.03,Home,60,4,27597.05,2,1
48,Male,Married,High School,25785.54,Employed,0.166,740,18519.08,Car,36,7,34435.94,2,1
64,Male,Married,Master's,33040.42,Unemployed,0.032,686,13918.86,Debt consolidation,60,7,53507.75,1,1
26,Female,Married,Bachelor's,42083.15,Employed,0.161,699,4959.05,Other,36,5,63581.78,3,1
61,Female,Married,Bachelor's,42875.89,Self-employed,0.084,640,20896.75,Business,60,9,32555.82,0,1
36,Female,Single,Other,44540.85,Employed,0.086,757,11961.95,Other,60,5,46970.16,3,1
24,Female,Single,Master's,11161.42,Employed,0.037,659,23928.57,Car,60,5,15813.82,2,1
55,Male,Single,Bachelor's,16427.76,Employed,0.07,577,12266.66,Other,36,5,20127.49,1,1
68,Male,Single,Bachelor's,37437.29,Employed,0.303,611,11606.7,Business,60,4,45949.3,1,0
46,Male,Single,High School,39800.54,Employed,0.106,823,500,Debt consolidation,36,4,42440.99,0,1
32,Male,Single,Bachelor's,33047.03,Unemployed,0.208,693,13701.88,Other,36,5,33350.04,1,0
31,Female,Single,Bachelor's,46253.51,Employed,0.281,521,8086.7,Debt consolidation,60,7,43946.27,2,1
57,Male,Married,High School,53885.87,Self-employed,0.344,797,15723.92,Debt consolidation,36,4,46268.71,4,1
45,Female,Married,PhD,18654.22,Self-employed,0.291,582,9064.89,Debt consolidation,36,8,30231.01,1,1
38,Female,Married,High School,12882.53,Employed,0.153,677,38426.03,Medical,36,8,25402.87,2,1
39,Female,Married,Bachelor's,28621.25,Employed,0.067,642,14750.33,Education,36,4,46790.14,1,1
43,Female,Single,Master's,54196.88,Employed,0.105,688,9210.52,Education,36,7,36399.82,2,1
75,Male,Married,Master's,42327.07,Employed,0.053,683,26689.67,Debt consolidation,60,6,33091.51,1,1
58,Female,Married,Bachelor's,30639.6,Employed,0.044,655,13073.92,Car,36,5,49427.06,3,1
74,Male,Married,Bachelor's,75990.52,Employed,0.3,645,10095.84,Debt consolidation,60,6,52404.25,1,1
38,Male,Single,PhD,130083.65,Employed,0.068,716,17704.25,Debt consolidation,60,5,120392.41,2,1
46,Female,Married,Bachelor's,56191.97,Employed,0.271,650,25296.5,Other,36,5,72434.73,3,1
26,Male,Married,Master's,93565.16,Employed,0.193,582,16811.1,Debt consolidation,60,5,125178.47,2,1
24,Other,Married,Other,14761.18,Unemployed,0.142,722,13973.73,Debt consolidation,60,7,21814.93,3,0
64,Female,Single,High School,39172.7,Unemployed,0.121,745,10599.78,Debt consolidation,60,5,60806.11,1,1
71,Female,Married,Other,26467.72,Employed,0.236,680,5916.47,Other,36,5,38493.98,2,1
49,Male,Married,Master's,55155.55,Employed,0.024,585,500,Other,60,4,60367.1,2,1
54,Female,Married,Bachelor's,17344.05,Self-employed,0.062,709,13245.38,Business,36,7,26000.77,3,1
37,Male,Married,Bachelor's,35521.59,Employed,0.121,658,2960.85,Debt consolidation,60,3,52225.55,1,1
63,Female,Single,PhD,24882.22,Employed,0.313,752,13154.19,Education,60,3,25443.19,0,0
63,Male,Single,High School,58917.44,Employed,0.142,739,500,Medical,36,5,57808.29,3,1
73,Female,Single,Bachelor's,26907.81,Self-employed,0.209,741,37025.58,Business,36,4,30394.31,1,1
36,Male,Single,Master's,14267.09,Unemployed,0.257,688,36708.8,Home,60,3,18415.98,2,0
22,Male,Single,Master's,48053.95,Employed,0.167,665,16335.65,Other,36,5,34559.4,2,1
54,Female,Single,High School,60867.48,Employed,0.138,676,21188.3,Vacation,36,4,50613.34,4,1
75,Male,Single,High School,21315.3,Employed,0.294,630,2345.68,Car,36,11,39632.51,2,0
28,Female,Married,Master's,54298.09,Unemployed,0.201,698,500,Debt consolidation,36,3,45703.01,2,0
33,Male,Married,Bachelor's,38645.9,Employed,0.101,518,22849.66,Education,36,5,51364.51,1,0
62,Male,Single,High School,38503.43,Employed,0.17,560,21299.53,Home,60,2,29547.62,1,1
28,Female,Single,High School,9831.48,Self-employed,0.037,691,20129.46,Business,36,7,16671.62,2,1
50,Male,Married,Bachelor's,72362.96,Employed,0.425,691,500,Home,36,4,62569.84,1,1
52,Male,Married,Bachelor's,44903.18,Employed,0.044,805,12596.86,Car,36,2,37549.09,0,1
56,Female,Single,Master's,42894.08,Retired,0.124,708,33306.42,Other,36,6,56570.66,1,1
67,Male,Married,High School,46662.36,Self-employed,0.089,607,27095.93,Other,36,5,51112.35,1,1
50,Male,Single,Master's,42057.24,Retired,0.29,690,500,Debt consolidation,60,4,49388.17,1,1
21,Male,Married,PhD,88594.18,Unemployed,0.184,729,18720.39,Education,36,6,89036.54,1,0
63,Male,Widowed,Bachelor's,70399.98,Employed,0.376,743,24761.11,Business,36,5,75358.53,3,1
59,Female,Single,High School,27702.57,Employed,0.233,652,15809.45,Debt consolidation,36,9,29373.44,3,1
37,Male,Divorced,Other,187854.18,Employed,0.095,620,15700.77,Debt consolidation,36,4,246087.9,0,1
40,Female,Single,High School,57652.96,Unemployed,0.115,784,18865.77,Debt consolidation,36,6,41254.74,3,1
44,Male,Married,Bachelor's,117054.71,Employed,0.08,639,29075.38,Home,36,7,171401.87,0,1
70,Male,Married,Bachelor's,41556.02,Employed,0.067,567,17635.07,Vacation,36,4,40324.88,4,1
42,Male,Married,Master's,39018.18,Student,0.438,675,13415.01,Home,36,4,30025.08,3,0
49,Female,Single,Bachelor's,17246.38,Self-employed,0.205,697,27965.08,Car,36,1,26507.97,1,1
42,Female,Married,Bachelor's,12529,Unemployed,0.086,713,7876.38,Debt consolidation,60,3,16000.87,0,1
64,Female,Married,PhD,36730.75,Employed,0.059,608,21355.13,Debt consolidation,60,9,56157.55,0,1
29,Other,Married,Other,29615.25,Employed,0.416,739,28339.71,Debt consolidation,60,8,25528.44,0,1
57,Male,Single,Bachelor's,46194.86,Student,0.147,606,8564.78,Debt consolidation,36,1,26246.36,3,0
30,Male,Single,Bachelor's,24085.91,Employed,0.286,621,19341,Other,36,2,22526.45,5,1
56,Male,Married,Master's,56002.22,Employed,0.32,616,26106.8,Car,36,6,60945.02,1,0
57,Male,Married,Master's,62548.11,Employed,0.088,595,25476.96,Car,60,4,87671.1,3,0
48,Male,Single,Bachelor's,102990.78,Employed,0.049,850,12162.04,Other,36,3,90173.39,1,1
48,Male,Married,Bachelor's,150387.76,Employed,0.106,717,20248.76,Debt consolidation,36,3,94078.86,2,1
62,Male,Single,High School,57087.14,Employed,0.045,696,15046.82,Car,36,4,79945.66,0,1
63,Male,Single,Bachelor's,122013.81,Employed,0.091,772,30097.15,Vacation,36,6,175308.28,3,1
41,Male,Single,Master's,47280.17,Employed,0.122,633,4598.41,Home,36,9,42771.25,3,1
44,Male,Married,High School,42932.55,Employed,0.086,611,9714.15,Education,60,6,30010.34,1,1
62,Female,Widowed,Bachelor's,20100.46,Employed,0.073,693,500,Car,60,9,28247.42,0,1
60,Male,Married,Bachelor's,38362.84,Employed,0.248,659,30354.84,Debt consolidation,60,2,53751.13,1,1
22,Female,Single,Master's,29990.1,Self-employed,0.19,719,18427.37,Debt consolidation,36,8,52197.33,2,1
75,Female,Married,Master's,20556.31,Employed,0.198,770,12047.79,Other,60,3,31867.42,1,1
28,Male,Single,Bachelor's,14359.6,Student,0.125,728,500,Debt consolidation,36,2,12948.08,1,0
68,Male,Single,High School,35864.02,Employed,0.14,655,27269.28,Home,36,3,43460.5,2,1
47,Male,Single,Bachelor's,18753.8,Employed,0.037,814,8154.9,Other,60,4,26027.48,1,1
42,Female,Single,Bachelor's,33332.22,Employed,0.071,717,23038.99,Home,36,3,36404.3,1,1
57,Male,Married,Bachelor's,58797.75,Employed,0.326,714,879.96,Debt consolidation,36,10,53532.11,1,1
47,Male,Married,Bachelor's,21294.77,Self-employed,0.075,692,15258.92,Home,36,6,19515.25,2,1
49,Male,Divorced,Bachelor's,17316.27,Employed,0.157,709,5241.98,Other,36,6,29600.21,3,1
23,Female,Single,Bachelor's,16348.88,Retired,0.069,653,25245.6,Debt consolidation,60,5,16507.78,1,1
64,Male,Single,PhD,24292.35,Unemployed,0.408,601,5877.51,Debt consolidation,60,3,36190.65,1,0
33,Female,Single,Master's,24936.72,Employed,0.106,744,6144.71,Medical,60,2,20535.72,1,1
65,Female,Single,High School,16376.69,Self-employed,0.074,636,12067.16,Debt consolidation,60,6,27150.11,1,1
30,Female,Widowed,Bachelor's,64070.03,Self-employed,0.088,779,3744.14,Debt consolidation,60,4,42138.62,0,1
56,Female,Single,Bachelor's,50992.45,Employed,0.136,642,21903.78,Debt consolidation,36,8,68265.56,2,1
29,Female,Divorced,High School,14542.7,Employed,0.095,761,20923.59,Debt consolidation,36,2,12252.57,2,1
74,Female,Single,Bachelor's,19243.78,Employed,0.124,708,12838.67,Education,36,3,29241.93,1,1
75,Female,Single,Bachelor's,60300.28,Unemployed,0.218,640,15706.4,Vacation,36,3,53962.95,2,0
47,Male,Single,Master's,16554.87,Self-employed,0.16,683,34405.55,Vacation,36,3,17494.64,4,1
54,Male,Married,High School,20467.58,Unemployed,0.221,719,10047.4,Education,36,5,26649.3,0,0
71,Female,Single,Bachelor's,32018.94,Unemployed,0.166,695,500,Business,36,4,22572.26,2,0
21,Female,Divorced,High School,22982.5,Employed,0.164,661,20139.83,Debt consolidation,60,4,34575.39,3,1
52,Female,Single,Master's,127458.51,Employed,0.118,774,3610.59,Debt consolidation,60,4,180495.92,1,1
45,Female,Single,PhD,47649.09,Employed,0.218,695,30656.78,Debt consolidation,60,3,44248.33,2,1
49,Female,Married,Bachelor's,42782.57,Employed,0.255,618,20923.66,Other,36,4,47130.5,1,1
27,Male,Single,Bachelor's,35304.64,Retired,0.076,850,22774.19,Debt consolidation,36,5,34730.84,1,1
69,Female,Single,High School,61024.57,Employed,0.3,748,13721.78,Debt consolidation,36,9,89590.21,0,1
23,Male,Married,Bachelor's,42999.8,Employed,0.027,787,12720.68,Debt consolidation,36,8,42754.71,0,1
40,Female,Single,Bachelor's,27058.19,Employed,0.09,741,23112.39,Other,36,5,32159.69,1,1
40,Female,Married,High School,13563.45,Unemployed,0.252,681,500,Home,60,6,14024.76,0,0
73,Female,Single,Master's,24821.32,Unemployed,0.368,634,22047.65,Debt consolidation,36,4,24777.63,3,0
50,Male,Single,High School,29666.43,Unemployed,0.146,718,11320.3,Debt consolidation,36,5,41514.24,1,0
55,Male,Single,Master's,48340.49,Employed,0.05,621,8218.51,Debt consolidation,36,7,77074.93,2,1
55,Male,Married,Bachelor's,63471.9,Unemployed,0.253,706,2234.79,Debt consolidation,60,10,81671.25,1,0
69,Female,Married,Other,36309.55,Employed,0.102,772,20685.24,Car,36,8,40304.99,6,1
59,Female,Married,High School,38206.47,Employed,0.04,775,500,Debt consolidation,36,8,52526.79,0,1
47,Male,Married,High School,17703.3,Employed,0.066,757,14317.24,Debt consolidation,60,3,12797.2,0,1
46,Female,Single,Other,21698.59,Employed,0.082,590,14144.95,Car,36,2,34070.53,2,1
34,Female,Single,High School,12269.51,Employed,0.172,601,21315.51,Other,36,7,23464.11,2,1
37,Male,Single,Bachelor's,25111.54,Employed,0.146,701,9601.99,Medical,36,7,36535.66,0,1
38,Male,Married,Bachelor's,44160.18,Employed,0.149,713,15878.87,Debt consolidation,36,5,70839.67,1,1
65,Female,Married,Bachelor's,53899.85,Employed,0.152,797,9728.49,Debt consolidation,60,4,33177.03,2,1
72,Female,Single,Bachelor's,24237.47,Employed,0.134,672,17242.4,Home,60,4,26818.94,5,1
49,Female,Single,Master's,68842.72,Employed,0.11,607,3753.25,Debt consolidation,36,4,91004.37,2,1
40,Female,Married,High School,87712.79,Self-employed,0.288,694,8831.82,Other,60,5,93354.61,2,1
73,Other,Married,Master's,61111.76,Employed,0.16,722,14966.91,Debt consolidation,36,10,93787.67,2,1
47,Male,Married,Bachelor's,74194.45,Employed,0.072,642,14316.89,Education,60,4,90379.01,2,1
38,Female,Single,Bachelor's,20903.21,Employed,0.092,608,10628.32,Home,60,8,34932.18,2,1
24,Male,Married,Bachelor's,15311.81,Unemployed,0.027,703,17591.18,Debt consolidation,36,3,21119.84,1,1
21,Male,Married,Other,62914.67,Employed,0.057,559,14306.07,Business,36,2,79817.75,0,1
70,Male,Single,Master's,83114.58,Employed,0.122,642,19932.88,Debt consolidation,60,6,104776.49,4,0
21,Male,Married,Bachelor's,98658.34,Employed,0.046,751,500,Debt consolidation,36,4,101254.91,0,1
46,Female,Single,Master's,13326.28,Self-employed,0.105,689,27233.75,Debt consolidation,36,2,14613.57,4,1
65,Female,Single,Bachelor's,37453.5,Employed,0.04,699,26111.19,Home,36,3,39659.19,2,1
40,Male,Divorced,Master's,18419.02,Employed,0.175,642,18314.26,Other,60,5,29946.47,2,1
72,Female,Divorced,High School,32670.36,Employed,0.048,613,14944.55,Vacation,36,7,51723.54,0,1
43,Female,Single,Bachelor's,60430.42,Employed,0.137,543,24360.78,Home,36,5,67128.4,1,1
30,Female,Single,Bachelor's,45433.44,Employed,0.145,620,20560.69,Home,36,7,39416.02,2,1
31,Female,Married,Master's,15053.49,Retired,0.245,727,14466.77,Vacation,36,6,14487.26,3,1
61,Male,Single,High School,32486.32,Employed,0.327,687,12865.69,Education,36,4,26068.54,2,1
61,Female,Single,High School,26498.1,Employed,0.142,606,12853.53,Vacation,36,3,19187.13,0,1
25,Female,Single,Master's,63124.08,Self-employed,0.012,797,10570.44,Education,60,3,80026.67,0,1
21,Female,Married,High School,23440.83,Retired,0.486,708,14082.56,Medical,36,3,17459.44,1,1
37,Female,Single,High School,40010.06,Student,0.217,669,30207.19,Debt consolidation,36,9,66495.23,0,0
42,Female,Married,Master's,29962.05,Employed,0.159,637,22942.86,Education,36,5,38883.73,1,1
54,Female,Single,Master's,105419.31,Employed,0.153,715,8352.49,Car,60,5,104693.55,1,1
65,Female,Married,Master's,55089.48,Student,0.108,701,35097,Education,36,5,41184.88,5,0
61,Other,Divorced,Bachelor's,33743.5,Employed,0.223,684,16340.6,Debt consolidation,60,7,32525.51,6,1
49,Male,Married,High School,29115.49,Employed,0.266,596,16451.4,Other,60,4,31758.92,4,1
24,Male,Married,Master's,36174.45,Retired,0.116,777,579.9,Business,36,4,46429.89,0,1
25,Male,Single,High School,135097.7,Employed,0.141,670,6540.93,Debt consolidation,36,5,161282.12,2,1
31,Female,Married,Bachelor's,51675,Employed,0.011,834,23916.65,Medical,60,7,80784.95,0,1
71,Female,Divorced,High School,43819.44,Employed,0.172,621,4477.38,Debt consolidation,36,6,68813.16,6,1
41,Male,Single,Master's,54910.47,Employed,0.363,606,15601.4,Other,36,5,85354.08,1,1
55,Other,Married,Bachelor's,51339.04,Employed,0.261,631,5901.24,Business,36,4,50655.34,4,1
32,Female,Single,PhD,54125.65,Retired,0.071,607,21941.2,Debt consolidation,60,10,54542.8,1,1
46,Female,Single,High School,54802.5,Employed,0.289,634,23155.11,Home,60,5,68058.74,1,1
71,Male,Single,Master's,20170.71,Employed,0.086,642,7025.61,Home,60,9,22635.68,0,1
39,Female,Divorced,Bachelor's,16671.48,Employed,0.097,622,14446.78,Other,36,2,23161.25,4,1
65,Female,Single,Bachelor's,55180.57,Employed,0.317,672,6090.4,Other,60,7,47093.4,1,1
27,Female,Married,Bachelor's,45298.4,Employed,0.122,709,9850.85,Other,36,6,36013.68,1,1
67,Female,Divorced,Master's,26200.8,Employed,0.174,737,22513.68,Business,60,4,42588.25,1,1
75,Female,Married,Bachelor's,24072.1,Employed,0.149,771,2509.37,Medical,36,3,15062.45,3,1
27,Male,Married,High School,49402.18,Unemployed,0.196,730,16859.52,Debt consolidation,60,1,60916.69,2,0
46,Female,Single,PhD,49272.34,Self-employed,0.346,673,20168.57,Other,36,4,36483.11,5,1
60,Male,Divorced,Bachelor's,14766.23,Employed,0.137,748,16641.82,Debt consolidation,36,5,18509.46,3,1
25,Male,Single,Other,37316.36,Employed,0.36,628,11054.87,Car,36,6,49573.49,0,0
41,Male,Widowed,Master's,33662.42,Employed,0.092,753,16551.56,Home,36,3,45359.84,2,1
34,Male,Single,Bachelor's,30975.28,Unemployed,0.168,821,17887.56,Debt consolidation,36,4,48103.63,1,1
24,Male,Single,High School,18914.12,Employed,0.121,776,13824.07,Debt consolidation,36,4,17020.16,2,1
43,Female,Single,Bachelor's,23978.96,Employed,0.222,694,7472.62,Debt consolidation,60,4,33264.64,3,1
62,Female,Single,Bachelor's,30042.07,Employed,0.143,661,24361.86,Education,36,4,35337.12,1,1
40,Male,Single,Bachelor's,11904.79,Employed,0.395,850,5020.24,Debt consolidation,36,5,19714.73,2,1
35,Female,Divorced,High School,68402.47,Employed,0.236,714,26149.09,Education,60,2,63390.81,2,1
70,Male,Single,Bachelor's,34812.94,Employed,0.153,602,31344.38,Car,60,9,32722.19,4,1
72,Male,Married,High School,25675.87,Employed,0.109,699,1478.81,Other,36,2,17978.2,1,1
65,Female,Single,High School,19744.25,Student,0.123,682,14509.85,Home,60,6,17019.85,0,1
49,Female,Married,High School,42142.89,Self-employed,0.057,701,29075.01,Debt consolidation,36,6,30390.33,2,1
28,Female,Married,Master's,13203.64,Self-employed,0.075,778,33533.81,Debt consolidation,36,2,19781.82,2,1
